date,Open,High,Low,Close,Volume
2011-04-14,12.9,12.9,12.6,12.6,11000
2011-09-29,14.25,14.25,13.7,13.7,4006000
2011-09-30,13.7,14.0,13.3,14.0,1931000
2011-10-03,14.65,14.65,13.8,13.8,374000
2011-10-04,13.8,13.8,13.65,13.8,235000
2011-10-05,13.8,13.85,13.35,13.4,569000
2011-10-06,13.4,13.5,13.25,13.3,240028
2011-10-07,13.6,13.6,13.2,13.3,327020
2011-10-11,13.5,13.5,13.15,13.3,275000
2011-10-12,13.95,13.95,13.45,13.5,223005
2011-10-13,13.5,13.5,13.25,13.3,70000
2011-10-14,13.3,13.5,13.2,13.4,244000
2011-10-17,13.6,13.8,13.45,13.5,128000
2011-10-18,13.3,13.35,13.25,13.3,50000
2011-10-19,13.3,13.3,13.0,13.0,106000
2011-10-20,13.05,13.05,12.9,13.0,56000
2011-10-21,13.0,13.5,12.9,13.5,96000
2011-10-24,13.5,13.65,13.25,13.25,99000
2011-10-25,13.3,13.3,13.2,13.2,34000
2011-10-26,13.2,13.7,13.1,13.7,160000
2011-10-27,14.5,14.5,13.7,14.1,169000
2011-10-28,14.1,14.1,13.8,13.8,189000
2011-10-31,13.8,13.85,13.7,13.75,34000
2011-11-01,13.7,13.7,13.5,13.5,39000
2011-11-02,13.5,13.6,13.45,13.6,27000
2011-11-03,13.6,13.6,13.3,13.5,77000
2011-11-04,13.5,13.6,13.45,13.5,16000
2011-11-07,13.5,13.6,13.4,13.4,13000
2011-11-08,13.4,13.5,13.3,13.35,24000
2011-11-09,13.35,13.35,13.25,13.25,46000
2011-11-10,13.25,14.15,13.25,14.0,105000
2011-11-11,14.55,14.55,13.9,14.25,184000
2011-11-14,14.0,14.0,13.7,13.7,44000
2011-11-15,13.6,13.6,13.4,13.4,25000
2011-11-16,13.45,13.45,13.45,13.45,3000
2011-11-17,13.45,13.45,13.45,13.45,10000
2011-11-18,13.4,13.4,13.25,13.25,51000
2011-11-21,13.2,13.2,13.2,13.2,10000
2011-11-22,13.5,13.5,13.25,13.25,20000
2011-11-23,13.2,13.2,12.9,13.2,53000
2011-11-24,13.0,13.1,12.9,13.1,37000
2011-11-25,13.1,13.3,12.9,13.3,5000
2011-11-28,12.9,13.5,12.8,13.5,72000
2011-11-29,13.5,13.5,13.4,13.4,59000
2011-11-30,13.3,13.45,13.2,13.45,14000
2011-12-01,13.3,13.4,13.3,13.3,7000
2011-12-02,13.3,13.3,13.25,13.3,6000
2011-12-05,13.2,13.2,13.2,13.2,1000
2011-12-06,13.2,13.2,13.2,13.2,11000
2011-12-07,13.2,13.3,13.2,13.3,11000
2011-12-08,13.2,13.2,13.0,13.0,34000
2011-12-09,13.0,13.2,13.0,13.0,53000
2011-12-12,12.95,13.0,12.9,12.9,35000
2011-12-13,12.9,13.4,12.7,13.4,61975
2011-12-14,13.4,13.4,12.9,13.0,94000
2011-12-15,12.9,12.9,12.8,12.8,14000
2011-12-16,12.8,12.8,12.8,12.8,11000
2011-12-19,12.7,12.85,12.7,12.85,6000
2011-12-20,12.95,13.0,12.7,12.8,5000
2011-12-21,12.8,12.9,12.8,12.9,12000
2011-12-22,12.9,12.9,12.8,12.8,12000
2011-12-23,12.8,12.9,12.75,12.8,52000
2011-12-26,13.0,13.0,12.75,12.75,9000
2011-12-27,12.75,12.75,12.7,12.7,19000
2011-12-28,12.7,12.7,12.7,12.7,13101
2011-12-29,12.7,12.85,12.7,12.85,101000
2011-12-30,12.85,13.3,12.7,13.15,271100
2012-01-02,13.0,13.0,12.8,12.8,21000
2012-01-03,12.75,12.75,12.75,12.75,1000
2012-01-04,12.7,12.7,12.7,12.7,1000
2012-01-05,12.7,12.7,12.7,12.7,4000
2012-01-06,12.7,12.7,12.7,12.7,2000
2012-01-09,12.7,12.7,12.7,12.7,10000
2012-01-10,12.8,12.8,12.75,12.75,3000
2012-01-11,12.75,12.9,12.75,12.9,2000
2012-01-13,12.8,12.8,12.7,12.7,40000
2012-01-16,12.7,12.7,12.7,12.7,7100
2012-01-17,12.65,12.7,12.5,12.7,62000
2012-01-18,12.95,13.2,12.75,12.9,75000
2012-01-30,13.0,13.0,12.75,13.0,3000
2012-01-31,12.8,13.2,12.8,13.2,106000
2012-02-01,13.0,13.0,12.85,12.85,10000
2012-02-02,12.85,12.95,12.85,12.85,37000
2012-02-03,12.9,12.9,12.85,12.85,14000
2012-02-04,12.85,12.9,12.85,12.85,19000
2012-02-06,12.85,12.9,12.8,12.85,11077
2012-02-07,12.9,12.9,12.85,12.85,19000
2012-02-08,12.9,12.9,12.85,12.85,31000
2012-02-09,12.85,12.9,12.85,12.9,18000
2012-02-10,12.9,12.9,12.85,12.9,18776
2012-02-13,12.9,12.95,12.9,12.9,24000
2012-02-14,12.95,13.0,12.9,12.9,16000
2012-02-15,13.0,13.1,13.0,13.1,9000
2012-02-16,13.0,13.1,12.9,13.1,14130
2012-02-17,13.05,13.05,13.0,13.05,15000
2012-02-20,13.2,13.2,13.2,13.2,18000
2012-02-21,13.3,13.4,13.3,13.35,31000
2012-02-22,13.25,13.35,13.25,13.35,13000
2012-02-23,13.5,13.6,13.35,13.35,5000
