date,Open,High,Low,Close,Volume
2022-10-31,0.0,44.2,30.0,38.95,209991
2022-11-01,38.12,37.05,29.35,31.45,125377
2022-11-02,31.6,31.45,30.1,30.15,12920
2022-11-03,30.21,30.15,29.55,30.1,28054
2022-11-04,29.87,30.0,29.3,30.0,3313
2022-11-07,29.55,30.0,29.35,30.0,16091
2022-11-08,29.48,31.5,29.4,31.5,68769
2022-11-09,30.26,32.5,30.25,32.5,27442
2022-11-10,31.74,32.5,29.8,31.05,70908
2022-11-11,30.41,31.5,31.1,31.1,3007
2022-11-14,31.37,32.0,31.1,31.1,6323
2022-11-15,31.27,31.2,31.1,31.1,3313
2022-11-16,31.13,31.2,31.1,31.2,8140
2022-11-17,31.17,32.0,31.05,32.0,7000
2022-11-18,31.36,32.0,32.0,32.0,2000
2022-11-21,32.0,32.1,31.0,31.05,2136
2022-11-22,31.28,31.0,31.0,31.0,600
2022-11-23,31.0,31.0,31.0,31.0,1150
2022-11-24,31.0,31.25,31.0,31.25,3459
2022-11-28,31.07,31.1,31.05,31.05,4000
2022-12-01,31.06,34.65,31.4,34.6,21253
2022-12-02,32.71,34.5,32.55,32.55,10141
2022-12-05,32.93,33.5,32.55,33.5,3004
2022-12-07,33.5,32.5,32.3,32.5,7000
2022-12-08,32.35,33.0,32.95,33.0,6000
2022-12-09,32.98,33.1,33.1,33.1,9
2022-12-13,33.1,31.95,31.95,31.95,451
2022-12-15,31.95,32.6,31.95,32.1,4200
2022-12-16,32.21,33.15,32.0,32.1,16806
2022-12-20,32.34,31.95,31.8,31.95,6000
2022-12-21,31.88,33.1,32.5,33.1,3100
2022-12-22,32.52,33.15,32.2,32.5,3900
2022-12-23,32.48,32.2,32.0,32.15,10200
2022-12-26,32.11,33.1,33.1,33.1,4
2022-12-29,33.1,32.95,32.95,32.95,2
2022-12-30,32.95,32.95,31.9,32.95,8901
2023-01-03,32.03,32.95,32.0,32.0,5000
2023-01-04,32.56,32.95,32.95,32.95,1
2023-01-05,32.95,33.15,33.1,33.15,7000
2023-01-06,33.13,32.6,32.2,32.4,10000
2023-01-09,32.39,32.3,31.85,32.2,4400
2023-01-10,32.07,33.0,33.0,33.0,3000
2023-01-11,33.0,32.45,32.3,32.3,6000
2023-01-13,32.38,33.25,33.25,33.25,4
2023-01-16,33.25,32.95,31.9,32.95,2001
2023-01-17,31.9,32.5,31.9,32.5,12500
2023-01-30,32.12,32.95,31.9,32.05,7000
2023-01-31,32.11,31.9,31.9,31.9,1300
2023-02-01,31.9,32.95,31.9,32.95,5002
2023-02-02,32.2,32.95,32.95,32.95,1
2023-02-03,32.95,32.5,31.9,31.9,13000
2023-02-06,32.17,32.05,31.9,32.05,6000
2023-02-07,31.98,32.25,31.35,31.6,25100
2023-02-08,31.82,31.6,31.6,31.6,2000
2023-02-10,31.6,32.5,32.4,32.4,17000
2023-02-13,32.47,34.0,32.8,32.8,23074
2023-02-14,33.6,33.95,32.4,33.0,10054
2023-02-15,32.89,33.5,32.6,32.8,10500
2023-02-16,32.84,33.0,32.8,32.8,4000
2023-02-17,32.83,32.9,32.6,32.6,14000
2023-02-20,32.73,36.6,33.65,35.2,94511
2023-02-21,35.28,36.8,35.0,36.0,16400
2023-02-22,35.77,36.2,35.35,36.0,8300
2023-02-23,35.72,38.7,36.45,38.0,61509
2023-02-24,37.93,39.15,37.85,38.05,32588
2023-03-01,38.15,39.25,37.95,38.0,32750
2023-03-02,38.25,39.1,37.85,39.1,26100
2023-03-03,38.23,39.1,37.85,39.1,2300
2023-03-06,38.5,39.1,38.0,39.1,20100
2023-03-07,38.32,39.1,37.9,39.1,31001
2023-03-08,38.16,39.1,38.0,39.1,33602
2023-03-09,38.48,39.4,38.15,38.45,20104
2023-03-10,38.37,39.4,38.3,39.4,22879
2023-03-13,38.65,40.7,38.3,39.7,41105
2023-03-14,39.17,40.0,38.9,40.0,6100
2023-03-15,38.93,39.0,38.1,38.6,55207
2023-03-16,38.65,38.3,37.0,37.25,31035
2023-03-17,37.68,37.5,37.1,37.1,39645
2023-03-21,37.2,39.25,38.0,39.25,33000
2023-03-22,38.74,40.5,39.7,39.85,99052
2023-03-23,40.13,44.0,39.85,42.4,291306
2023-03-24,42.0,42.6,40.85,40.85,62500
2023-03-27,41.97,40.1,40.1,40.1,100
2023-03-28,40.1,41.0,41.0,41.0,6000
2023-03-29,41.0,42.35,40.1,41.0,46501
2023-03-30,41.44,41.65,41.0,41.65,26250
2023-04-06,41.21,41.85,41.35,41.35,2001
2023-04-07,41.43,42.05,40.45,42.05,38800
2023-04-10,41.68,42.35,41.7,41.9,184300
2023-04-11,41.96,42.3,42.0,42.0,14501
2023-04-12,42.22,45.05,42.2,43.25,174166
2023-04-13,43.16,45.05,43.1,43.25,37222
2023-04-14,43.36,45.0,42.9,42.9,14767
